user,text,date,location,fav_count,re_count,no_followers,hashtags
where_val,back negative. Telling people now in the middle of a worldwide pandemic that they can travel maskless is dangerous.… https://t.co/h5VkrtEbT3,2021-06-26 15:05:13,,0,0,7,[]
iShujaAhmedCh,"#UAE: As many as 103,196 #Covid vaccine doses were given in the last 24 hours.

https://t.co/9ypTv5RSgp #UAE #Dubai #DXB",2021-06-26 15:02:07,"Dubai, UAE",0,0,371,"['UAE', 'Covid', 'UAE', 'Dubai', 'DXB']"
ufailowell,"@Brooksiei @SendAliensToMe @luke_peacock @BunkiePerkins The suicide rate fell

https://t.co/z54LxmaOVL

12.6 cases… https://t.co/ul9G157AEr",2021-06-26 14:54:29,"Houston, Texas",1,0,172,[]
fhussain73,"#ArmedForcesDay2021 Thank you for the huge contribution in the pandemic. The successful covid vaccine programme, th… https://t.co/mjkPUwmCXT",2021-06-26 14:53:54,"London, England",2,0,8366,['ArmedForcesDay2021']
GabrielPelazio,@KNgoki @namibiansun Hey the indians manufactured the covid vaccine! Yet they're dying from the pandemic grow up,2021-06-26 14:49:48,Single Quarters ,0,0,28,[]
khaleejtimes,"#UAE: As many as 103,196 #Covid vaccine doses were given in the last 24 hours.

https://t.co/K344iq74O3",2021-06-26 14:49:05,United Arab Emirates,13,3,658571,"['UAE', 'Covid']"
PowerUSAID,"1.5 million doses from the US to #Honduras leaving shortly. 

These stories will become more &amp; more common, but we… https://t.co/XZuV4zVgN8",2021-06-26 14:47:30,"Washington, D.C.",39,12,31674,['Honduras']
weareoversight,"Last week, Vermont became the first state to have 80% of its eligible population at least partially vaccinated. As… https://t.co/O1Pwhvk2WT",2021-06-26 14:45:02,,30,11,106341,[]
SethMacFarlane,"“Nearly all COVID deaths in the U.S. now are people who weren’t vaccinated, a staggering demonstration of how effec… https://t.co/NMsU5Yvf2p",2021-06-26 14:44:23,,951,191,13774745,[]
NEPA_Unhinged,The pharmacist at @riteaid telling me she doesn’t know how to work the covid test registration website over a year… https://t.co/6ILINmGj2e,2021-06-26 14:44:07,already doxxed but thanks ,2,0,1137,[]
doritmi,@CcrnTcrn @erin_bsn This person was an anti-vaccine activist before the pandemic. This is well in line with prior m… https://t.co/tKnlc9ejQ5,2021-06-26 14:40:04,"Bay Area, CA",1,0,10042,[]
BeyondType2,"Over the last year @AmDiabetesAssn has advocated for and achieved: 

1. COVID Vaccine priority for all people livin… https://t.co/v9vPRHyOXd",2021-06-26 14:27:50,"California, USA",0,1,1495,[]
MarkRossini,“This is overwhelmingly now a pandemic of unvaccinated.”  COVID vaccine doubters keep virus a public health menace https://t.co/lFgUpKVr2t,2021-06-26 14:21:55,,0,0,695,[]
unenergy,@Pandemic_Times Play politics with every aspect of COVID outbreaks ensuring the public are hearing different &amp; acti… https://t.co/Yl9ovM9H53,2021-06-26 14:20:58,Australia,0,0,1931,[]
unenergy,"@Pandemic_Times What would have to be done to ensure COVID got a foothold in Australia.
Refuse to build dedicated q… https://t.co/A1ixBiEyFx",2021-06-26 14:17:23,Australia,0,0,1931,[]
macadamia_man,"“Nearly all COVID deaths in US are now among unvaccinated, a staggering demonstration of how effective the shots ha… https://t.co/9A5vLUCVul",2021-06-26 14:13:12,In awe of some people's nerve.,0,1,236,[]
PVCHC,"Circle time is one of Jan’s favorite activities with her first grade class, but it’s something she has missed out o… https://t.co/OkDA2sAsop",2021-06-26 14:05:08,Colorado,0,0,621,[]
ScottPGoldstein,"Another outstanding story from journalist @BFlanaganNJ, who has been doing amazing, from-the-field reporting from t… https://t.co/mZgWBCBkwS",2021-06-26 14:05:05,"Trenton, New Jersey",0,0,151,[]
TheRealDavidLaw,"@tomf72 @chrissmithonair ONE person has died from this ‘pandemic’ in Australia this year. Like I said, the vaccine… https://t.co/vmzXSDSAiW",2021-06-26 14:03:14,"Melbourne, Victoria",0,0,37,[]
InovaHealth,"Have questions about getting the COVID-19 vaccine? Hear from Narian Rajan, MD about why it is important. Getting va… https://t.co/KY1WZ0z3Tn",2021-06-26 14:01:22,Northern Virginia & DC Metro,0,0,11140,[]
JCarpenterTN,"""You can keep your gift cards and sweepstakes. I am thankful to have all my faculties and the ability to assess the… https://t.co/UsDhr28lPX",2021-06-26 13:57:47,West Tennessee,0,0,254,[]
nolejag,@Brett_McMurphy At this point why are they testing? A vaccine is readily available to protect the people that choos… https://t.co/em1ZubLp3w,2021-06-26 13:54:34,"Jacksonville, FL",0,0,278,[]
graybrigade,@MattieTimmer @SpiroAgnewGhost They’re going to get an update on how the #COVID-19 vaccine effort to end the pandem… https://t.co/asRKfwsbxg,2021-06-26 13:53:15,"Maryland, USA",1,0,403,['COVID']
Charger69503798,"@AllenWest If I have an abortion, it doesn’t affect you, or the public, at all. If I refuse a vaccine, and get COVI… https://t.co/uxo6eWCaIG",2021-06-26 13:49:20,,0,0,0,[]
VisevenGroup,European Union Digital COVID certificates have now been issued to residents in 17 countries. The EDCC aims to guara… https://t.co/xtsQzvDDk4,2021-06-26 13:47:59,,0,0,435,[]
eWizard_app,European Union Digital COVID certificates have now been issued to residents in 17 countries. The EDCC aims to guara… https://t.co/FXcwgjlJwa,2021-06-26 13:47:59,"Tallin, Kyiv branches",0,0,559,[]
katie_kelleher,"@DONBROCO @templeofseitan More than a year and a half into a pandemic, once vaccine later and NOW the universe deci… https://t.co/Mq4nor0GBn",2021-06-26 13:47:58,England,0,0,85,[]
Orgetorix,Zero daily Covid deaths in UK for first time since pandemic began https://t.co/fgNQ2idhyQ via @Telegraph,2021-06-26 13:32:38,"London, England",0,0,3302,[]
RonnieBoone16,@KamalaHarris When we gonna get a vaccine for the one that kills more than COVID 19…cancer? When are we gonna decla… https://t.co/HmZZr9MVVZ,2021-06-26 13:29:22,,0,0,0,[]
JonHansenTV,@jacquesleger17 @EricTopol @Arjun_AJB15 Nothing could have been done to speed it up. Canada has done demonstrably b… https://t.co/ryBq2UQeQ3,2021-06-26 13:23:55,"chicago, il",1,0,4262,[]
adamriggio,The #COVID19 virus can now defeat the vaccine. COVID Delta can send the fully vaccinated to hospital &amp; double-dosed… https://t.co/u332x4hEV6,2021-06-26 13:21:41,"Toronto, Ontario",0,0,789,['COVID19']
dghowery,Covid symptoms to watch out for according to your vaccine status https://t.co/g63dxUe5an #DeltaVariant #COVID19nsw… https://t.co/n6ZCaqzNvB,2021-06-26 13:18:22,Edmonton,0,0,1475,"['DeltaVariant', 'COVID19nsw']"
mediaprince,Covid Update: Companies Set Vaccine Requirements As New Variant THREATENS Post-Pandemic America https://t.co/kZjSgQb1sF,2021-06-26 13:17:33,New York City,0,0,7220,[]
politic_talks,Covid Update: Companies Set Vaccine Requirements As New Variant THREATENS Post-Pandemic America https://t.co/14Int3YA7T,2021-06-26 13:17:32,,0,0,201,[]
TomKenyonMD,"We're sitting on a COVID-19 time bomb. While we celebrate in parts of the world, others are in emergency mode. Less… https://t.co/gSTZiN3Cv5",2021-06-26 13:07:47,"Millwood, VA",0,3,176,[]
all1wordno_,"If Covid Vaccine Deaths being higher than combined vaccine deaths for decades prior, G7&amp;Royal Ascot wealthy and pow… https://t.co/cFRr9ihtXe",2021-06-26 13:07:24,"London, England",1,0,58,[]
kargadan,Can you mix and match COVID-19 vaccines? https://t.co/hGrlsVxt4C,2021-06-26 13:05:02,Gourev,4,1,12679,[]
abnormalreturns,"🆕Coronavirus links: the best vaccine, tracking the Delta variant and preparing for the next pandemic.… https://t.co/lm0RtCpGAI",2021-06-26 13:01:03,,3,1,72725,[]
CBCToronto,For Canadians who have been waiting patiently for national guidance on how to navigate the pandemic six months afte… https://t.co/Hi0m0YaZAN,2021-06-26 13:01:01,Toronto,16,6,616705,[]
slaveoffcorrup1,"How the COVID-19 Pandemic Could End
Recent epidemics provide clues to ways the current crisis could stop!
The end g… https://t.co/cjGzEjmjP6",2021-06-26 12:56:10,,0,0,23,[]
12_07_1961,"There will be a natural culling of the fools refusing the vaccine, and unfortunately, the under-12 kids waiting on… https://t.co/oa6XVEMXNs",2021-06-26 12:42:56,,0,0,338,[]
cpenguina,"@boho_daisies @EssexPR My family are sceptical of Covid vaccine safety, sceptical of efficacy of lockdowns but reco… https://t.co/cAV4bDhyVr",2021-06-26 12:40:49,,0,0,970,[]
aburnsmoves,"COVID-19 Vaccine Race | Ireland | Reopening 3

https://t.co/5UROJSZXGg
FAQs on the covid-19 pandemic from TheEconom… https://t.co/8kUJtFRst2",2021-06-26 12:39:45,Ireland,0,0,304,[]
BigChungusREE,No way to ease allergies yet a poxy covid vaccine comes out within a year of some “pandemic” makes you think,2021-06-26 12:38:46,,0,0,11,[]
k_bubbs,"@blackgirlinmain the vaccine isnt a cure and yes, it offers protection against severe covid and/or death. but “mild… https://t.co/EjmuP7MqHx",2021-06-26 12:37:42,unceded Muscogee land,0,0,3395,[]
dghowery,Australia's biggest city heading into two-week hard lockdown to contain Delta coronavirus outbreak… https://t.co/FVzljJVhdO,2021-06-26 12:35:52,Edmonton,0,0,1475,[]
lsbhandaridl,"Covid 19: Are We Ready To Prevent 3rd Wave? | Dr. Neelam Verma
https://t.co/UQQFl0105A 

Please: Read | Like | Shar… https://t.co/l2eAMsX1S3",2021-06-26 12:34:38,"New Delhi, India",0,0,201,[]
dghowery,"How Delta variant of Covid can damage the brain, former ICMR head explains https://t.co/c4Q3ReupZV #DeltaVariant… https://t.co/3PMZRvLcXN",2021-06-26 12:25:13,Edmonton,0,0,1475,['DeltaVariant']
RiegerReport,"""Nearly all COVID-19 deaths in the U.S. now are in people who weren’t vaccinated, a staggering demonstration of how… https://t.co/U5Gf844Lnk",2021-06-26 12:20:00,"Washington, D.C.",75,47,19175,[]
LordFusitua,"🤔🧐👀

China's President Xi Jinping says his country is ready to step up vaccine supply and other support for Fiji's… https://t.co/4F1vj0m5hz",2021-06-26 12:05:26,"Nuku’alofa, Tonga",0,0,26619,[]
FTSBharat,Vaccination is being organized by Ekal Yuva on 26 and 27 June in collaboration with NMC.  Under which the vaccinate… https://t.co/mV5Xdolu3P,2021-06-26 12:02:47,"Kolkata, India",0,0,1611,[]
mike_hamm,"@pastorlocke @MakeAWish I suspect you are not well

https://t.co/3TcmbQ33gf",2021-06-26 11:52:21,,2,0,940,[]
DietVrk,Many people continue to have concerns and doubts about the COVID-19 vaccines despite the overwhelming evidence that… https://t.co/Nc68ZWYLhx,2021-06-26 11:45:42,,1,0,51,[]
ajoutbackqueen1,@not_iHX @JabbaTheGut5 @jediwinetrick @tburages There is 1 thing you don’t seem to understand. Follow the $$. The w… https://t.co/4xmJ2vVfra,2021-06-26 11:45:07,,0,0,51,[]
MsThatoM,"@iTsietsi @Motso187 I knew that’s what you were trying to say, I could have used April or August. HCW got vaccines… https://t.co/sklVidCkFl",2021-06-26 11:43:18,"Diepsloot, South Africa",0,0,6187,[]
orfonline,"The key to curbing the COVID-19 pandemic is widespread vaccination, at a rapid pace, among the populations in rich… https://t.co/fwsNpLCbB6",2021-06-26 11:40:00,India,4,1,95715,[]
tununu3,"1. Stavros is not Aspen CEO
2. There was no pandemic 2017
3. Aspen doesn’t have covid vaccine https://t.co/Fs2aeJSExX",2021-06-26 11:39:56,Kwa Ntliziyo ndise ,5,2,1636,[]
morganlroach,As the developing world continues to suffer from #COVID the @WhiteHouse must get its act together on vaccine diplom… https://t.co/ki3d3YYErw,2021-06-26 11:33:44,,0,0,714,['COVID']
BuddyWinston,"Voter suppression is a pandemic.  The virus of autocracy has only one effective vaccine, ""the truth"".  GOP senators… https://t.co/NKnuS4wUfD",2021-06-26 11:33:03,Ecuador Andes,71,22,17591,[]
DaveMur57787163,@OAPym @TakethatCt @jneill @StephenBevan15 @FCDaran @Alexaandollie @SarahPlumleyUK I'm aware of bias also… https://t.co/JEFCEEe3Xh,2021-06-26 11:32:53,UK,0,0,105,[]
choi_afdb,#AfDBAM2021: The African Development Bank Group’s shareholders have shown strong support for the Bank’s proposals t… https://t.co/vtfPah7Jm0,2021-06-26 11:32:35,,1,1,3127,['AfDBAM2021']
Seanjth,@noplaceforsheep Scott Morrison moved quicker to find a needle in a strawberry🍓 than he ever has during a worldwide… https://t.co/jCjQTCSyFC,2021-06-26 11:32:10,Irish man living in Australia,24,9,684,[]
Past_Arnoldus,"@HeidiGiokos @eNCA No joking, did not @DrZweliMkhize told us in April not worry? Same happened January 2020,… https://t.co/Hgmqfeg8U3",2021-06-26 11:28:44,"Pretoria, South Africa",0,0,36,[]
DrJDrooghaag,"🔵 COVID-19 as it happens

🇬🇧 #UnitedKingdom #UK #GreatBritain #GB 
🇩🇪 #Germany 
🇺🇸 #UnitedStates #US #USA
🇨🇦… https://t.co/qkj1LKONAW",2021-06-26 11:19:59,European Union 🇪🇺,4,0,34436,"['UnitedKingdom', 'UK', 'GreatBritain', 'GB', 'Germany', 'UnitedStates', 'US', 'USA']"
SkyNews,"“The vaccination is the only way to see us through this pandemic.”

BMA Council Chair, Dr Chaand Nagpaul says mass… https://t.co/5AToNkc1B3",2021-06-26 11:15:21,"London, UK",64,18,7162563,[]
ForeignPolicy,While the European Union is opening up to vaccinated travelers and has introduced digital proof of vaccine status a… https://t.co/ptvqZP3Ro3,2021-06-26 11:03:40,,6,5,1166356,[]
iShujaAhmedCh,"#Japan to donate millions more #AstraZeneca vaccine doses across Asia

Japan has secured enough AstraZeneca… https://t.co/gKlDgyHCUm",2021-06-26 11:02:04,"Dubai, UAE",0,0,371,"['Japan', 'AstraZeneca']"
Saurabh76758853,"@HardeepSPuri The more you tweet BS, the more it benefits AAP. Everyone knows oxygen/vaccine/medicines are being co… https://t.co/MI8GyuGrvE",2021-06-26 10:51:14,,3,1,7,[]
quasar9uk,"@JamesGleick @sjmnotes @zeynep it was a bio weapon release.

released to trash western economies - this it has done… https://t.co/YFQYVWLXYj",2021-06-26 10:50:49,,0,0,120,[]
villagevoicegy,There is no denying the novel coronavirus (COVID-19) pandemic is wreaking havoc in the lives of people and economie… https://t.co/KJRxMwsWJ3,2021-06-26 10:46:21,Guyana,0,0,134,[]
wokingcouncil,The Covid-19 vaccine is the way out of this pandemic. It’s the best way to protect yourself and those around you fr… https://t.co/4gX7ajfQAo,2021-06-26 10:45:05,"Woking, UK",1,0,9071,[]
Mayapurigraphic,"Get over your vaccine hesitancy. Visit a hospital and talk to a doctor.
@CMOPb @GovtofPunjabPK @PunjabPoliceInd… https://t.co/SzJQMduG8p",2021-06-26 10:39:25,"Chennai, Tamil Nadu. India",0,0,18,[]
RSSJankalyan,"The COVID-19 Vaccine: Myths vs. Facts   1/3

#VaccineNationIsTheSolution #COVID19 #MaskUpIndia  #Stayhome… https://t.co/aElAZ8s4Rf",2021-06-26 10:37:50,Bharat,1,0,450,"['VaccineNationIsTheSolution', 'COVID19', 'MaskUpIndia', 'Stayhome']"
mreader,"COVID-19: What should I know about the delta variant?

Viruses constantly mutate. There is a worry that some varian… https://t.co/mmp2Ozt1pH",2021-06-26 10:35:46,"Charlotte, N.C.",1,0,1935,[]
DandyLionLA,Hahahahahaha with a response like this you know this dude didn’t gaf if anyone on his team got vaccinated. And now… https://t.co/Mt5im7LEuM,2021-06-26 10:34:22,"Los Angeles, CA",0,0,186,[]
khaleejtimes,"#Japan to donate millions more #AstraZeneca vaccine doses across Asia

Japan has secured enough AstraZeneca… https://t.co/vF6iV1XO1y",2021-06-26 10:33:08,United Arab Emirates,53,3,658571,"['Japan', 'AstraZeneca']"
Kyra_Aleta,#CovidVaccine #CoronaVaccine #pandemic #COVID19 #covid #vaccine. Watch the full video via 👇🏽 link &amp; keep in mind th… https://t.co/tuTr6HZ3eC,2021-06-26 10:33:05,Dystopia,0,0,39,"['CovidVaccine', 'CoronaVaccine', 'pandemic', 'COVID19', 'covid', 'vaccine']"
dirmfe,Nearly all #COVID deaths in US now among unvaccinated; Sydney tightens #pandemic restrictions amid outbreak: Latest… https://t.co/yJe8M4GHre,2021-06-26 10:24:56,"Missouri, USA",0,0,122,"['COVID', 'pandemic']"
Bukumbooee,"#Vote1Labor
""...more than a year into the pandemic, we’ve seen 17 outbreaks from hotel #quarantine. The #vaccine ro… https://t.co/1l8gebgfY9",2021-06-26 10:21:14,#Paredarerme Land Never Ceded,15,5,7049,"['Vote1Labor', 'quarantine', 'vaccine']"
RealPhatsBlog,"GLOBAL COVID-19 UPDATES: Maine nears 70% vaccination level for residents
#Europe
#China
#AsiaPacific
#IndoChina… https://t.co/tyLruIbvoR",2021-06-26 10:19:10,North America,0,0,6698,"['Europe', 'China', 'AsiaPacific', 'IndoChina']"
someorother1,"@UkEndemic @fact_covid Unfortunately, locking yourself inside is not controlling the pandemic - it’s just delaying… https://t.co/fdxmpf6fUG",2021-06-26 10:13:49,,18,0,265,[]
NottmLibraries,"Let’s all work together to keep each other safe and protected, so we can keep #Nottingham open and move forward out… https://t.co/iIwbDUACVA",2021-06-26 10:12:00,Nottingham,1,0,3594,['Nottingham']
denverpost,"Opinion | Masket: ""The nation’s response to COVID was partisan almost from its very beginnings. What’s stunning is… https://t.co/ybWV5Ep2K7",2021-06-26 10:08:17,"Denver, CO",2,0,449412,[]
RKCasting,Ray Knight Casting supporting artists... have you had your vaccine/s yet? Please send us your Covid cert - #covid… https://t.co/thU2JRfQ1G,2021-06-26 10:00:01,"Elstree Studios, UK",0,0,7228,['covid']
knyh_tydk_oykdn,"Ivanka Trump on Twitter “This afternoon, I gratefully received my second dose of the COVID-19 vaccine. Getting full… https://t.co/8tTDEaN0K5",2021-06-26 09:59:20,"東京/Tokyo, 日本/Japan",0,0,1,[]
aayushsrathore,"The number of people squeezing out money and profit from the Covid-19 pandemic is insane.
First the Delhi Govt, Nav… https://t.co/lPMpPVw03Z",2021-06-26 09:55:28,धरती माँ,0,0,56,[]
Seanjth,Scott Morrison moved quicker to find a needle in a strawberry🍓 than he ever has during a worldwide covid pandemic.… https://t.co/4778QKX73G,2021-06-26 09:51:43,Irish man living in Australia,6,1,684,[]
soler_alfredo,The vaccine’s mRNA was designed for a version of spike that was dominant among viruses early in the pandemic but ha… https://t.co/2EtWQ1hKgt,2021-06-26 09:51:29,"London, Great Britain",0,0,4355,[]
Citizen817,Chinese scientist 'filed patent for a COVID vaccine in February 2020' https://t.co/uMJDw9xrMa via @MailOnline,2021-06-26 09:48:58,United States,0,0,2604,[]
latestly,"Spike Protein Changes in COVID-19 Variants Can Make Vaccines Ineffective, Says Study
https://t.co/HCHsqJmcpa… https://t.co/FaJ2ITXdaF",2021-06-26 09:40:09,"Mumbai, India",2,0,70201,[]
business,"💉 2.8 billion vaccines have been administered worldwide 
🦠 The more contagious delta variant continues to spread… https://t.co/388VSUxrBy",2021-06-26 09:38:00,New York and the World,37,15,7371960,[]
USAmbBangladesh,Pleased to announce 🇧🇩 will soon receive a gift of 2.5 million doses of Moderna COVID-19 vaccine from the American… https://t.co/z6RnPVSo4f,2021-06-26 09:30:16,"Dhaka, Bangladesh",173,41,63954,[]
indiatvnews,"#China approved emergency use of #Sinovac vaccine for children as young as 3-yr-old

#CoronaVirusUpdates… https://t.co/gjUTJo1Ijc",2021-06-26 09:30:11,India,2,1,1695616,"['China', 'Sinovac', 'CoronaVirusUpdates']"
cwalsh516,@barstoolsports I feel bad for the NC State kids- fully vaccinated people can still get infected- the best vaccines… https://t.co/n3P4QVCyvm,2021-06-26 09:27:39,USA,3,0,19456,[]
mariosmatcha,"why is larri in paris during a pandemic ? i can understand for work but why ? also, the vaccine really doesn’t do a… https://t.co/b4v7Z6J0Na",2021-06-26 09:16:34, ✨ she/her/they bi ✨,0,0,690,[]
nhmbaksa,"#BaksaFightsAgainstCovid
Vaccines remain the safest, most effective protection against disease  will provide a powe… https://t.co/bb5T8tZNa8",2021-06-26 09:14:29,,6,1,224,['BaksaFightsAgainstCovid']
sircofdan,Funny isn’t is that this ostensibly healthy reluctance to ascribe deaths to the vaccine has never been applied to C… https://t.co/yZ8gkDt7pM,2021-06-26 09:11:58,Surrounded by Haters,14,0,1329,[]
AdriftRider,⚡️ “Mumbai: Fake COVID-19 vaccine racket suspected of using distilled water” by @NewsBytesApp… https://t.co/pF7Oy5n5wX,2021-06-26 09:04:27,"Mumbai, India",1,1,426,[]
SotongBenHtoo,"To the people who seem too scared to take the vaccine jabs…
This is a good reason why you must take vaccination RIG… https://t.co/cHZQdsHZtF",2021-06-26 08:43:01,"Yangon, Myanmar",0,0,49,[]
PicsDamo,"@muirtheimhne @HSELive @IMO_IRL @ICGPnews I don't want money or fame, all I want is a #vaccine for my #profoundly… https://t.co/E1tgibXAjv",2021-06-26 08:31:38,"Dublin City, Ireland",1,0,582,"['vaccine', 'profoundly']"
gc49n11,"Not a vaccine. Not a pandemic.

It's a coup des twats. #TheGreatReset

https://t.co/Eviv5jNeW3",2021-06-26 08:28:31,United Kingdom,0,0,203,['TheGreatReset']
BT_India,The government is planning to contain or minimise the impact of a possible #thirdwave with an Emergency Covid Respo… https://t.co/V5kurtwILS,2021-06-26 08:19:10,India,2,2,1132116,['thirdwave']
jarro56,@spottedpelican @MaBovill @MsRonnyB @BreakfastNews @sidherian @Globalbiosec @BradHazzard Federal government have sp… https://t.co/Evs9NnZo44,2021-06-26 08:18:20,Sydney NSW Australia,15,6,1629,[]
VVuff,"@CapitallAA @Techslut @bartell_harry ""That statement is an actual fact.""

You are playing fast &amp; loose with that st… https://t.co/Ai3wNtQwgX",2021-06-26 08:11:51,🇺🇸,1,0,65,[]
Shomes_quest,So #SII has finally started the production of #Novavax Covid #VACCINE  &amp; it will certainly  boost up the speed of t… https://t.co/TlgEP6FU8c,2021-06-26 07:55:45,Bharatvarsh,26,57,2622,"['SII', 'Novavax', 'VACCINE']"
kanimozhi,Emergency approved Vaccinations are neither panacea to solve pandemic and nor without the known &amp; unknown side effe… https://t.co/76yqYYTscy,2021-06-26 07:46:42,Utah USA,5,2,43333,[]
latestly,"Argentina: COVID-19 Mortality Rate Decline by 70–80% After Vaccination With Sputnik V, AstraZeneca… https://t.co/G0kGDyiYYL",2021-06-26 07:36:11,"Mumbai, India",0,0,70201,[]
RuthNewportWest,"Today, on #ArmedForcesDay we thank our armed forces for keeping us safe and for their service on the front line dur… https://t.co/7SGu8xr86m",2021-06-26 07:30:00,"Newport, Wales",0,0,6153,['ArmedForcesDay']
CockMat,"More #lies to keep the narrative going…
The absolute state of journalism…

#Vaccinated #COVID #coronavirus #vaccine… https://t.co/4e0k0SVDc3",2021-06-26 07:24:25,UK,0,0,289,"['lies', 'Vaccinated', 'COVID', 'coronavirus', 'vaccine']"
AttendingAF,Over 200 people per day are still US dying from Covid in the US and that number “could be practically zero if every… https://t.co/FT7iOJXn5V,2021-06-26 07:18:57,Dirty South,0,0,1530,[]
covidhelpblore,"3️⃣ Vaccine, Covid-appropriate behavior are vital to prevent the third wave: Sudhakar

4️⃣ City’s biggest mass crem… https://t.co/oG6hrRBMjY",2021-06-26 07:13:43,"Bangalore, Karnataka, India",0,1,1618,[]
EIDGeek,"Good solid article for this phase of the pandemic in the U.S. by one of the excellent people on my list of ""Pandemi… https://t.co/7cdG1skBBz",2021-06-26 07:11:20,"Brooklyn, NY",7,2,6724,[]
labourfplam,US sanctions are blocking access to vaccines and undermining the fight against the global pandemic. And for what? S… https://t.co/RjTgR8KOMx,2021-06-26 07:09:00,,0,0,2423,[]
VishwaNathShrma,@ians_india @sandeep_bamzai When countries like Pakistan &amp; Cuba can make so called vaccine how Iran can stay behind… https://t.co/DuzOYr5BAk,2021-06-26 06:58:42,,0,0,109,[]
MondayA77825701,@guardian SORRY PEOPLE DON'T WANT TO HEAR TRIALS OF VACCINE BUT TO BE EXACTLY WHAT WE CALLED VACCINE AGAINST THE SPIRIT OF COVID 19 PANDEMIC,2021-06-26 06:53:42,,0,0,37,[]
scgreenhalgh,"So, let’s do some lines from the pandemic that didn’t age well. I’ll start:

“We can afford to take the vaccine rol… https://t.co/d9Tfs2f5Zn",2021-06-26 06:49:15,Sydney Australia,2,0,316,[]
LynneGreene,"Wow, what an insightful discussion about the COVID-19 vaccine. 

I have said since March 2019, that we need to let… https://t.co/B4QxdgStdv",2021-06-26 06:39:05,Canada,1,0,226,[]
DrSanctimony,"Our poor home town!!

Why is &lt;4% of our population vaccinated 18 months into a pandemic. 

Fuck whether you have pr… https://t.co/89AfHxNNNF",2021-06-26 06:33:39,"Brooklyn, New York",1,0,160,[]
hoosiernnyc70,We need to remember the history of another pandemic.  HIV AIDS.  Forty years and still going strong.  Treatment is… https://t.co/fm2EEA29d9,2021-06-26 06:26:40,,1,0,45,[]
iprashantvns,"Woman  (65 yrs) Got infected after two doses of vaccine. Recovered.
Then again tested positive for Delta plus.… https://t.co/x0o0mGyOIj",2021-06-26 06:23:22,Bharat bhumi,0,1,302,[]
latestly,"Rajasthan: 65-Year-Old Woman, Recovered From COVID-19 and Vaccinated, Found Positive for Delta Plus Variant… https://t.co/QSRKX3ZXAq",2021-06-26 06:05:28,"Mumbai, India",1,1,70201,[]
smahdink,Iranian #covid vaccine recipe(😛) will be shared with world to help fighting the pandemic.,2021-06-26 06:05:09,,0,0,35,['covid']
JSegor,@DavidDu89452257 @BretWeinstein Seems there are three branches of COVID-19 phenomena that are more complicated than… https://t.co/4cN7m3UbbV,2021-06-26 05:49:42,Earth,0,0,763,[]
latestly,COVID-19 Vaccine Latest Update: Production of First Batch of 'Covovax' Begins at Serum Institute of India Facility… https://t.co/CUrnfPRG5A,2021-06-26 05:38:06,"Mumbai, India",2,0,70201,[]
jlavortnik,"@laurenboebert ...but, covid vaccine...but, restoring our standing on the world stage...but easing the economic bur… https://t.co/UFsso2GRv7",2021-06-26 05:24:45,"Endicott, NY",0,0,6,[]
WCInvestor,"Weird to see death from COVID become nearly entirely preventable, and yet so many won't take the free vaccine. https://t.co/fVifkuYu0k",2021-06-26 04:58:03,"Granite, UT",34,6,27411,[]
latestly,Indonesia: Doctors Becoming Patients After Administration of China’s Sinovac COVID-19 Vaccine Shots… https://t.co/19sZNOaKIB,2021-06-26 04:41:12,"Mumbai, India",0,0,70201,[]
180dphotography,@DIPA84436523 @thisfoolchad @WBTV_News “Nearly all COVID-19 deaths in the U.S. now are in people who weren’t vaccin… https://t.co/dJZ3jKXFLk,2021-06-26 04:40:17,"Asheville, NC",0,0,11,[]
latestly,"FDA Adds Warning About Rare Heart Inflammation to Pfizer, Moderna COVID-19 Shots
https://t.co/MddkJfQ5nx
#FDA… https://t.co/v4vFvZnQX1",2021-06-26 04:30:40,"Mumbai, India",1,0,70201,['FDA']
HuffmanLabDU,"Interview on @OnPointRadio w/ @edyong209 &amp; @j_g_allen discussing nuances of mask guidance by CDC.

EY: “The questio… https://t.co/K6pRf0TMvC",2021-06-26 04:29:51,University of Denver,17,5,4520,[]
allplacesmap,Covid vaccines will deliver long-term health boost for drugmakers https://t.co/i2WmEZcQIN #news #worldNews #updates… https://t.co/dauYYmuppg,2021-06-26 04:25:21,"Portland, OR",0,0,496,"['news', 'worldNews', 'updates']"
mattotcha,"The mRNA Vaccines Are Extraordinary, but Novavax Is Even Better  -  Persistent hype around mRNA vaccine technology… https://t.co/ugk03cu7fN",2021-06-26 04:22:30,"Oami, Chiba, Japan",1,0,1551,[]
sunnynsuijk,"Vaccination only solution to this pandemic #covid , we all know administration is delivering their best to vaccinat… https://t.co/pq4biFAUeL",2021-06-26 04:12:26,Jammu And Kashmir,17,6,218,['covid']
fallettiseb,"‘Since the pandemic began, 401 doctors in #Indonesia have died. At least 20 of them were fully vaccinated with… https://t.co/1o7kjzz0xs",2021-06-26 04:10:44,Beijing/Seoul,1,0,2238,['Indonesia']
schwinn3,"... the lab leak, Ivermectin, and vaccine side-effects: as separate claims we may agree or disagree with to some ce… https://t.co/xbcVvc0HPB",2021-06-26 04:05:55,,0,0,331,[]
